Introduction,Cluster
Bob Claytonwas anAustralian rules footballerand administrator forPort Adelaide.[1] Port Adelaide's entry into theAustralian Football League(AFL) is partially due to the efforts of Bob Clayton during his time as General Manager when the club made its first official bid in 1990. He was also Football Manager when the clubs entry into the AFL was later confirmed.[2],-1
"PICMG 2.9is a specification byPICMGthat defines an implementation of a system management bus in aCompactPCI system. This system management bus uses an I2C hardware layer, and is based on the Intelligent Platform Management Interface (IPMI) and Intelligent Platform Management Bus (IPMB) specifications.[1] Adopted : 2/2/2000 Current Revision : 1.0 ECN001 (Engineering Change Number) was adopted 5/20/2002",-1
"Summi maerorisis one of several  peaceencyclicalsofPope Pius XIIfocusing in particular on the dangers to peace during theHoly Year. It was given at Rome, at St. Peter's on July 19, 1950, the twelfth year of his Pontificate. The Pope portrays a mixed picture of his time: on one hand there are millions of people who come to Rome as pilgrims from all nations of the world. They give testimony of oneness in faith, brotherly unity, and piety.  On the other, the present social conditions of the people give reason for high anxiety and concern. The call for hate and class-warfare is not going to solve any problems.[1]They need to be tackled not with violence but by the law of justice.  In addition, the spectre of another war is looming: Real peace is only possible on the basis of Christian principles: Such principles and norms, in fact, recall men to truth, justice and charity; they put a restraint on their unruly desires; they force the senses to be obedient to reason; they move the reason to obey God; they produce this effect, that all men, even those who are rulers of the peoples, may recognize the freedom that is due to religion, which, beyond its primary purpose of leading souls to eternal salvation, has also another, of safeguarding and protecting the very foundations of the State.[3] But, referring toEastern EuropeandChina, without mentioning these countries, the Pope continues, in some parts of the world, these principles are trampled upon and the rights of the Church are violated.  They forbid her ministers the free exercise of religious worship. They even condemn them to exile and to prison. They impede or directly proscribe and destroy schools and institutes of education which are conducted according to Christian norms and principles.[4]There was always persecution and armed violence against the Church.[5]The Church desires to win over peoples and to educate them to virtue and right social living, not by means of arms but with the truth.[6]",-1
Vivek Vedagiri(born 9 September 1981) is a Singaporean cricketer.[1]He made his List A debut in the2006 ACC Trophyand was a member of theSingaporean cricket teamat the2009 ICC World Cricket League Division Sixtournament.[2] Vedagiri was a member of the national team which won the gold medal in the men's T20 cricket tournament and was also part of the national side which won the silver medal in the men's 50-over tournament after an embarrassing defeat with a margin of 251 runs in the finals againstMalaysia.[3],-1
"Ahypotonic-hyporesponsive episode(HHE) is defined as sudden onset ofpoor muscle tone,reduced consciousness, andpaleorbluish skinoccurring within 48 hours aftervaccination, most commonlypertussis vaccination.[2]An HHE is estimated to occur after 1 in 4,762 to 1 in 1,408 doses of whole cell pertussis vaccine, and after 1 in 14,286 to 1 in 2,778 doses of acellular pertussis vaccine.[3]",-1
"(A) Senile Animalis the 15th album by American rock bandMelvins, released on October 10, 2006 onIpecac Recordings. After bassistKevin Rutmanis' departure the two remaining members of the Melvins joined forces withBig Business, a duo consisting ofJared Warrenon bass andCoady Willison drums.",-1
The following is a list of notabledeaths in October 2011. Entries for each day are listedalphabeticallyby surname. A typical entry lists information in the following sequence:,-1
TheBlériot-SPAD S.60was a Frenchfighter aircraftdeveloped in the late 1920s.,-1
"Gervase Paganellinherited the feudal barony of Dudley (which includedDudley Castle) around the year 1150. However, after rebelling against King Henry II, his castle was demolished. Gervase founded theCluniacPriory of St JamesinDudleyand probably founded theChurch of St Thomasin Dudley. He died in 1194. The first of the family of Paganell to hold Dudley Castle and the barony of Dudley was Fulke Paganell around the year 1100. Dudley Castle was originally a wooden Norman castle, built byAnsculf de Picquigny, a follower of William the Conqueror.[1]At the time of theDomesday surveyin 1086, the castle was in the possession of his sonWilliam fitz Ansculftogether with manors in theHome countiesand the English Midlands, which were rewards for services to the Conqueror. Dudley Castle was thecaputof the feudal barony. The Paganell family had origins in Normandy, where Fulke's father William was Lord of Moutiers Hubert.[2]It is not clear how Fulke came into possession of the barony of Dudley. One suggestion is that he married Beatrice ferch William, a daughter of William FitzAnsculf,[1]but it cannot be ruled out that he may have benefited from the previous owner being dispossessed after a failed rebellion.[3]The family name is still attached to one of their former Buckinghamshire possessions,Newport Pagnell. Dudley Castle was converted to a stone fortification by Fulke or his son and heir Ralph.[3]In the struggle for power betweenKing StephenandMatilda, a period of history known asThe Anarchy, Ralph took the side of Matilda, which led to the castle being besieged by Stephen in 1138.[4]Since the castle survived the siege, it is assumed that it had been rebuilt in stone by that time. Ralph was made Governor of the Castle of Nottingham in 1140.[5]Ralph's successor to the barony was his son, Gervase. Although the exact date of Gervase becoming Lord of Dudley is not known, he had inherited by 1150.[3]By 1154, he had married, his wife being the recently widowed Countess Isabel.[3]She had been previously married toSimon de Senlisand was the daughter ofRobert, Earl of Leicester.[6] In 1166, he was assessed as holding 55 and two-thirdsknight's fees.[1]Gervase was involved ina failed rebellionagainst King Henry II in 1173–4 that led to an order that the castle be demolished. He was later restored to the king's favour after making him a payment of a fine of 500marks.[7]It is not clear how much of the original stone castle was demolished, but it is usually assumed that the site remained an unfortified manor house until the second half of the 13th century.[8] Gervase founded aCluniac priory in Dudleydedicated to St James,[9][10]fulfilling a wish of his father, Ralph.[11]It is also thought that he founded the Church of St Thomas in Dudley.[12]The church was originally dedicated toThomas Becket, who was killed in 1170 and canonized in 1173. Gervase attended the coronation ofKing Richard Iin 1189.[6] When he died in 1194, his heir was his sister Hawise, who had married John de Somery. Their son,Ralph de Somerybecame the next baron.[13]",-1
Rykielis a surname. Notable people with the surname include:,-1
"Ernest Augustus(Ernest Augustus Christian George;German:Ernst August Christian Georg; 17 November 1887 – 30 January 1953) wasDuke of Brunswickfrom 2 November 1913 to 8 November 1918. He was a grandson ofGeorge V of Hanover, thus a Prince of Hanover and aPrince of the United Kingdom. He was also a maternal grandson ofChristian IX of Denmarkand the son-in-law of German EmperorWilhelm II. ThePrussianshad deposed King George from the Hanoverian throne in 1866, but his marriage ended the decades-long feud between the Prussians and the Hanoverians.",-1
"Minuscule 175(in theGregory-Alandnumbering), δ 95 (Soden),[1]is aGreekminusculemanuscriptof theNew Testament, on parchment.Palaeographicallyit has been assigned  to the 12th century.[2]It hasmarginalia.",-1
"TheKilungutwe Riveris awatercourselocated in theMwenga Territoryof theSouth Kivu Province, situated in the eastern part of theDemocratic Republic of the Congo(DRC).[1]With an elevation of 882 meters, it functions as a tributary to theUlindi River. Following the confluence with the Ulindi River approximately 30 km northwest, the Ulindi River proceeds on its course, eventually joining theCongo River.[2][3][4]The Kilungutwe River was historically known as the gateway to the jungle from the highlands to the northeast.[3][5] The river is a habitat for various species, includingcatfish,tilapia, andClarias anguillaris. Further downstream, theKilungutwe villageis rich in biodiversity, with luxuriant vegetation and a diverse range offloraandfauna. The river is also a regional economic component and a substantial water source for irrigation and fishing.[6][7][8]",-1
"Frederick William Pa Henninger(February 2, 1873 – May 30, 1919) was anAmericanbusinessman andfootballplayer and coach. He played football for theUniversity of Michiganfrom1893to1896and was the captain of the1895 teamthat outscored their opponents by a combined score of 266 to 14. After receiving his degree, he was an assistant football coach at Michigan from1897to1899and1902. He worked as an engineer for theDetroit United Railwayand later had a successful career as a manufacturer inDetroit.",-1
"José Ribamar Ferreira(September 10, 1930 – December 4, 2016), known by hispen nameFerreira Gullar, was a Brazilianpoet,playwright,essayist,art critic, andtelevision writer. In 1959, he was instrumental in the formation of theNeo-Concrete Movement.[1]",-1
"Show buildingis the name often given to various enclosed structures attheme parksthat contain attractions such as rides and entertainment shows.  The exteriors of such buildings may be themed on some or all sides, but their hidden backstage areas are normally very utilitarian, resemblingwarehousesorsound stages. Unthemed areas of show buildings typically have simple, practical walls withflat roofs.  Doors allow employees to enter and exit, and provide exits for guests during emergency or temporary ride shutdowns. One or more ladders and/or stairwells are often installed for roof access, and sometimes for access to scenes or backstage rooms that are located above ground level.Louvers, downspouts, electrical cables, and artificial lighting (often wall packs) are common sights as well. Techniques vary for hiding the buildings' industrial nature from the eyes of park guests. The most common ways include planting foliage to obstruct the views, adding themed exteriors to the visible areas, painting visible surfaces with colors that blend with the surroundings, and adding mounds of earth (berms) or solid walls between guests and buildings.  They may also be built partially or completely below ground level.Disneyland, for instance, contains many show buildings, some of which are disguised on all sides.  One example is the building containingMr. Toad's Wild Ride,Peter Pan's Flight, andAlice in Wonderland, which features themed facades of castle walls and a quaint European village. At attractions such asthe Haunted Mansion, most of the experience takes place in a green show building concealed behind a berm that separates it from the themed mansion, with the two structures connected by an underground passageway. All of theDisney theme parksutilize similar techniques to some extent. Some theme parks take less rigorous approaches.Universal Studios Hollywoodhides many of its show buildings in the same fashion, but other buildings, such as that housingRevenge of the Mummy, are allowed to remain (as a whole or in part) as real-world examples of utilitarian sound stages.  Some parks make no attempt to hide show buildings from guests and/or people outside the property, usually due to the cost involved, space limitations, and/or lack of interest in hiding the structures. For instance, all the buildings of theSanta Cruz Beach Boardwalkare clearly visible from Beach Street, which passes directly behind them. Similarly, the show building atKnott's Berry Farmthat formerly contained Kingdom of the Dinosaurs is clearly visible from Western Avenue, just a few yards away.[1]",-1
This is alist of hotels inMetro Manila. The list includes both current and historic hotels.,-1
The2021season was the 116th season of competitivefootballinNorway. The season was scheduled to begin on 1 May 2021.[1],-1
"Gabriella Csire(born 21 April 1938) is aRomanianwriter and children's literature author. She was born inOcna Mureș, Alba County into anethnic Hungarianfamily. At the age of two she moved with her parents toCluj(Kolozsvár), where she graduated in 1954 from high school. In 1959, she graduated from the formerBolyai University(nowBabeș-Bolyai University), at the department of Hungarian Language and Literature. She then moved toBucharest, where she was a redactor atIrodalmi Könyvkiadó(National Publishing for Literature), then at several journals and newspapers, most of them being youth magazines:Tanügyi Újság,ElőreandJóbarát, andCimborabetween 1990 and 1992, where she worked as an editor in chief. She wrote articles, short stories, fairy tales and fairy novels. She is member of theWriters' Union of Romania.",-1
"Contract With the Worldis a 1980 novel written by Canadian authorJane Rule.  The story takes place inVancouver,British Columbia, in the mid-1970s, and is divided in six parts, each focusing on the perspective of a different character.  Themes of artistic motivation, personal fulfilment, and sexual politics are present throughout. The six primary characters to which each a chapter is devoted are: Joseph (walker), Mike (sculptor), Alma (story writer), Roxanne (recording artist), Allen (photographer/mourner), and Carlotta (a painter)",-1
"Zacua Méxicois anelectricmicrocarmanufacturer based inMexico City, which was founded in 2017.",-1
"Negar Nikki Amini, (born 23 October 1984) is an Iranian-bornSwedishmarketer atUniversal Music Groupsoffice inLondon. Since 2016, she has served as a judge on the Swedish version ofIdolbroadcast onTV4- 2016 alongsideFredrik KempeandQuincy Jones III,[1]and since 2017 alongsideKishti Tomita,Alexander KronlundandAnders Bagge. She confirmed after2020's final show that she will not appear in thenext seasonof the show. Having begun her career as a marketer for the record label Warner Music, Amini has worked with musicians includingRihanna,Taylor Swift,AviciiandJustin Bieber.[2]She participated inLet's Dance 2018broadcast onTV4.[3] Amini was born inTehran, Iran in 1984, and moved to Sweden with her parents when she was one year old.[4]She was raised in Akalla district of Stockholm.",-1
"OutKickis an Americansportsand political commentary website owned byFox Corporation. Founded byClay Travis, the site features news, opinion pieces, and podcasts surrounding sports and popular culture, presented from aconservativeperspective. Travis sold the company to Fox Corporation in 2021, with the site integrated into theFox Sportsdivision. The site also synergizes withFox News.",-1
"Splenic marginal zone lymphoma(SMZL) is a type ofmarginal zone lymphoma, acancermade up ofB-cellsthat replace the normal architecture of thewhite pulpof thespleen. The neoplastic cells are both smalllymphocytesand larger, transformedlymphoblasts, and they invade themantle zoneof splenicfolliclesand erode themarginal zone, ultimately invading thered pulpof the spleen. Frequently, the bone marrow and splenichilarlymph nodesare involved along with the peripheralblood. The neoplastic cells circulating in the peripheral blood are termedvillous lymphocytesdue to their characteristic appearance.[1]",-1
"This Land Is Mineis a 1943 Americanwardrama filmdirected byJean Renoirand written and produced byDudley Nichols. StarringCharles Laughton,Maureen O'HaraandGeorge Sanders,[2]the film is set in the midst of World War II in an unspecified place inGerman-occupied Europethat appears similar toFrance. Laughton plays Albert Lory, a cowardly school teacher in a town somewhere in Europe who is drawn into advocatingresistancethrough his love of his country and of his fellow teacher Louise Martin, portrayed by O'Hara. The film is one of the more acclaimed of the war films of the era. It won the 1944 Academy Award forBest Sound Recording(Stephen Dunn).[3]Having opened simultaneously in 72 theaters, the film set a record for gross receipts on an opening day upon its release on May 7, 1943.",-1
"Paul Landers(bornHeiko Paul Hiersche; 9 December 1964)[1]is a German musician, best known as the rhythm guitarist ofNeue Deutsche HärtebandRammstein, andpunk rockbandsFeeling BandFirst Arsch. Landers has released eight studio albums and three live albums with Rammstein.",-1
Laschingeris a surname. Notable people with the surname include:,-1
"Augusto Petró(May 3, 1918 – October 28, 2008) was a Brazilianbishopof theRoman Catholic Churchand was one of oldest bishops in the Catholic Church and one of oldestBrazilianbishops. Petró was born inSanto Antônio da Patrulha,Rio Grande do Sul, and was ordained a priest on November 30, 1944. He was appointed bishop of theDiocese of Vacariaon May 16, 1958, and ordained a bishop on July 27, 1958. On March 12, 1964, he was appointed bishop of theDiocese of Uruguaianaand remained there until his retirement on July 5, 1995. He died in a hospital in the Rio Grande do Sul town ofIvoti.",-1
"Panio Gianopoulos(born July 7, 1975) is an American author and editor.",-1
"TheEuropean Internet Exchange Association, orEuro-IX, is an association of EuropeanInternet exchange points.[1]It is a community-driven association serving European Internet exchange points andInternet service providersand the general IP community, including politicians, regulators, vendors, and other industry related sectors. Euro-IX is part of the global IX-F Internet eXchange Federation.[2]",-1
"Ol' Time Killin' is ahip-hopsong byKardinal OffishallfeaturingJully Black, Allistair,IRS, and Wio-K, released in 2001. Produced byMr. Attic, it was the second single from his second albumQuest for Fire: Firestarter, Vol. 1.[1]",-1
"Harold Medberry Bemis(July 15, 1884 – February 16, 1970) was aRear Admiralin theUnited States Navy.",-1
"Supreme Ruler 2020is agrand strategywargamedeveloped byBattleGoat Studiosand published byParadox Interactive. The game was released in 2008 and is a sequel toSupreme Ruler 2010. In the game, the player controls all aspects of a region'sgovernmentattempts to unite a world of fragmentedstates.[2]On December 22, 2008 BattleGoat Studios released an expansion pack for the game titledGlobal Crisis. AGold Editionof the game containing both the core game and the expansion pack was released on September 18, 2009.",-1
"Ellen Gableris an investigative reporter forThe New York Timesand a member of a team awarded the 2018Pulitzer Prize for Public Service. Gabler  attendedMemorial High Schoolin her nativeEau Claire, Wisconsin.  In 2003 she graduated fromEmory Universitywith a degree in journalism and business.  She was a swimmer throughout high school and college.  She is a 2007 graduate of theColumbia School of Journalismand was awarded aNew York Financial Writers of Americascholarship.[1] Her first position as a reporter was with theGazetteinStillwater, Minnesota, covering city affairs.  Subsequent reporting positions included theMinneapolis/St. Paul Business Journal,Milwaukee Journal SentinelandChicago Tribune. She joined the New York Times in 2017.[2] In 2014 she was featured in anABC 20/20episode discussing aWaukesha, Wisconsin, murder case.[3]She won the 2013Livingston Award for Young Journalistsin national reporting, as well as several other national honors,[4]for identifying systemic errors in testing newborns, leading to preventable deaths and disabilities.  This has led to reforms in newborn screening throughout the country.[5]Many  states have mandated changes in how tests are performed, and are working to identify problem hospitals.[6]For this co-authored article Gabler spent five months fighting to review newborn screening data from all 50 states, and not all complied. The analysis of more the 3 million tests showed that there were life threatening problems with the first test given to nearly every baby born in the U.S.[7]For her work on the investigative reporting uncovering misconduct and harassment by men across many industries, she won multiple awards with her New York Times co-workers. She was awarded the Pulitzer Prize for Public Service,[8]theJohn M. Higgins Award for Best In-Depth Enterprise Reporting[9]and theRobert F. Kennedy Journalism Awardfor domestic reporting.[10]This series of articles set off workplace investigations, criminal investigations, and theMe Too movement.[11]She received the 2019feature article Gerald Loeb Awardfor the co-authored 'If Bobbie Talks, I'm finished': How Les Moonves Tried to Silence an Accuser.[12][13]Although the complaints against Moonves were known at the time of the article, theTimesreported that it was the cover-up, not the allegations, that led to Moonves' early exit fromCBS.[14]His words: If Bobby talks, I'm finished, reverberated across news outlets.[15]On May 30, 2019 the New York Times published a lengthy investigative, gut wrenching[16]report by Gabler on the pediatric cardiac surgery program at theUniversity of North Carolina Hospitals. She reported that some doctors suspected that patients with complex conditions were dying at a higher-than-expected rate, and discussed the ensuing controversy. Secret audio tapes were obtained; the doctors comments offer a rare, unfiltered look inside a medical institution as physicians weighed ethical obligations to their patients while their bosses also worried about harming the surgical program, wrote Gabler.[17]Two days later the North Carolina Secretary of Health announced there will be a thorough review into the events of 2016-2017.[18]On June 17, 2019, North Carolina Children's Hospital announced the suspension of surgery for the most complex cases, some of which had a mortality approaching 50%.[19]On January 31, 2020, Gabler reported chaotic workplaces in chain pharmacies, such as Walgreens and CVS.  Pharmacies are frequently understaffed and overworked.  Pharmacists are given many different tasks while running to meet corporate performance metrics that pharmacists characterized as unsafe and unreasonable, putting patients at risk.[20]The article contains a litany of horrible errors in gory detail.[21] Gabler is an adjunct professor at theColumbia School of Journalism,[22]and was on the board of directors ofInvestigative Reporters and Editors.[4]",-1
"Nevryuyevo(Russian:Неврюево) is arural locality(avillage) in Vyatkinskoye Rural Settlement,Sudogodsky District,Vladimir Oblast, Russia. The population was 15 as of 2010.[2] Nevryuyevo is located 45 km northwest ofSudogda(the district's administrative centre) by road. Nizhnyaya Zaninka is the nearest rural locality.[3]",1
Escale À Ch'tilandis a Live album by the French progressive rock bandAnge. It was released in 2011. Disc One: Disc Two: DVD: Bonus:,-1
"Chris Lewis-Harris(born February 11, 1989) is a formerAmerican footballcornerback. He was signed by theCincinnati Bengalsas anundrafted free agentin 2012. He was also a member of theBaltimore Ravens,Denver Broncos, andNew York Giants. He playedcollege footballatTennessee-Chattanooga.",-1
"And That's the Truthis a 1972comedy albumbyLily Tomlinreleased onPolydor Records.  Tomlin recorded the album live before an audience atThe Ice HouseinPasadena, California. The album features Tomlin as one of her most celebrated characters, five-and-a-half-year old Edith Ann, who hounds a new neighbor (also played by Tomlin) with her little dramas real and imagined, as well as sage advice and tales of her family's private life. The album was Tomlin's second record release, following herGrammy-winningThis Is A Recording.And That's The Truthearned Tomlin a second Grammy nomination asBest Comedy Recordingand peaked at #41 on theBillboard Hot 200album chart, the third highest ranking album ever on the chart by a female comedian, behind Tomlin's debut album andJoan Rivers' 1983 What Becomes A Semi-Legend Most (which peaked at #23).[1] The album was produced by Irene M. Pinn and conceived and written by Lily Tomlin andJane Wagnerwith additional material by Jim Abell & Chet Dowling, Betty Beaird, Marian Brayton,Warren Burton, Susan Perkis Haven, Edward Morris, Richard Tomlin, andBill Weeden& David Finkle. Each side of the album runs approximately 20 minutes and is an ongoing monologue between Edith Ann and her neighbor Lady, although the story passages on each side of the record are named individually.  Side one is when the two meet walking on the street; side two is when Edith Ann shows up uninvited at the lady's house the next day. Side One: Side Two:",-1
Gheorghe Minea(born 22 June 1959) is a Romanianwrestler. He competed in themen's Greco-Roman 74 kgat the1980 Summer Olympics.[1],2
"Alfred Rouleau,CCGOQ(August 19, 1915 – October 19, 1985) was aCanadianbusinessman and President of theFédération du Québec des Caisses Populaires Desjardins,Quebec's largestcredit union. Born inSherbrooke,Quebec, he was elected President of Desjardins in 1972 and served until 1981.",-1
Sociedad Anónima Dammis a Spanishbreweryfounded inBarcelonain 1876 by theAlsatianAugust Kuentzmann Damm and Joseph Damm. It is the main brewery in the city.,-1
"Schachten(singul.) are ancient areas ofpasturein theBavarian ForestinGermany, some of which are still used today.",-1
"Tainá 3: The Origin(Portuguese:Tainá 3 – A Origem) is a 2011 Brazilian film directed by Rosane Svartman. It is the third film and final installment of theTaináseries, and the prequel toTainá: An Adventure in the AmazonandTainá 2: A New Amazon Adventure. The film follows the story of Tainá, a 5-year-old native orphan girl who dreams to become a warrior and find her true origin.",-1
"Hicktown is the debut single by Americancountry musicartistJason Aldean, released on March 28, 2005 from hisself-titled debut album. The song was written byBig & Rich'sBig KennyandJohn Richalong withVicky McGehee. It was Aldean's first top 10 hit on the U.S.BillboardHot Country Songschart after reaching number 10 in late 2005.",-1
"Swedish military bicycles(Swedish:militärcykel), orSwedish army bicycles, have been used in theSwedish militaryfor over a century.",-1
Elbrus Savkuyevich Zurayev(Russian:Эльбрус Савкуйевич Зураев; born 12 May 1982) is a Russian former football player. He made hisRussian Premier Leaguedebut forFC Alania Vladikavkazon 6 April 2003 in a game againstFC Rotor Volgograd.,-1
"1966 and All Thatis a radio adaptation ofthe book of the same namein four episodes, broadcast between 8 September and 29 September 2006. Written by Craig Brown, the series was narrated byEleanor Bron,Joss Ackland, Ewan Bailey andMargaret Cabourn-Smith. In2007, it won a GoldSony Radio Academy Award.[1] The book and series are a comic reworking of the history of Britain in the 20th century, and therefore an homage and sequel to1066 and All That, published in the 1930s and originally serialised inPunch. Four episodes of approximately thirty minutes each. Episode 1:1920s(An Irresponsible Decade) And1930s(An Anxious Decade) Episode 2:1940s Episode 3:1960s Episode 4:1980sAnd1990s",-1
"Princess Iwa(磐之媛命,Iwa no hime no Mikoto, d. 347), sometimes known asEmpress Iwa no hime(磐姫皇后,Iwa no hime kōgō), was a poet and theempress consortofEmperor Nintoku, who was the 16themperor of Japan, according to the traditionalorder of succession.[1]She was a descendant ofEmperor Kōgen.[citation needed]",-1
"John Allan BrounFRS(21 September 1817 – 22 November 1879) was a Scottish scientist with interests inmagnetism, particularly of the earth, andmeteorology. Broun studied inEdinburgh Universityand worked at the observatory inMakerstounfrom 1842 to 1849 before moving to India to work in the Kingdom ofTravancore. He continued his studies on geo-magnetism in India and was involved in setting up observatories there apart from managing theNapier Museumin Trivandrum. One of the fundamental discoveries he made was that theEarthloses or gains magnetic intensity not locally, but as a whole. He also found that solar activity causes magnetic disturbances.",-1
"Ram Gabale(died 9 January 2009) was an Indianfilmmaker.[1]He is well known for a number of cinematic works includingsocial documentaries,children's films, and television serials.[2]He started directing films in 1947. Gabale worked with critically acclaimed artists including film directorV. Shantaram, Marathi writerP.L. Deshpande, and British actor and filmmakerRichard Attenborough. Gabale, originally fromKolhapur, moved to Mumbai and worked with theRajkamal Studios. He soon obtained a break as a director at thePrabhat Studiosin Pune. At Prabhat Studios, he directed his first movie Vande Mataram (1948) starring P.L. Deshpande and his wife Sunita, when he was 24 years old. Prior to that, Gabale worked as an assistant director to well-known directors includingMaster Vinayakand V. Shantaram. His works included films like Mothi Manse, Dev Pavla, Dev Bappa, Chota Jawan, and Dharti-Akash.  He also assisted the late P.L. Deshpande as a director on the popular television serialBatatyachi Chaal. Gabale was a creative director who explored social themes that were hitherto unexplored during his time including one on working women called Postatil Mulgi as well a number of social documentaries exploring the socioeconomic spectrum of post-colonial India. Many of his films went on to win awards at the national and international level including a Mahrashtra state award for a documentary on Maharshi Karve, the Prime Minister's gold medal for children's film Phool aur Kaliyan, the Leipzig International Film Festival for Kale-Gore, and the Venice Film Festival for Jaldeep. Gabale also was the recipient of a special recognition from India Gandhi for his film Shatayu Kesari. He held positions at prominent Indian cinematic institutions including the vice-principal at the Film and Television Institute of India (FTII) as well as Film City in Goregaon and Films Division in Mumbai.",-1
"Adel Kamel(1942–2003)  عادل كامل was amusic critic,musicologistandcomposer. He was one of the writers inWataninewspaper, the founder of “Panorama” section, a lecturer in Universities in Egypt and abroad, a member of the jury in international choir competitions, a
member of many international organizations, and also had several publications. He felt that there is something deep in theCoptic musicand he was fascinated by manyCoptichymns, besides his studies and appreciation of the classical music. In 1991 he was thinking very strongly in both classical and Coptic music. These two works were written originally for trio, but in 2001 a piano transcription was made by Dr. Adel Kamel and Nabil K. Agaiby.",-1
"Padres e Hijos(English: Parents and Children) is a long-runningColombiandaytimeseriesproduced byColombiana de Televisión. On August 21, 2009 the lastPadres e Hijosepisode of the series aired, due to the cancellation of its contract withCaracol TV.Ana María Abello[1]starred as Fabiana.",-1
Triadan Grittiwas a 15th-centuryVenetiannobleman who was the Venetiancaptain generalandcommander-in-chiefofScutari.,-1
"TheHamilton Bible(Berlin, Kupferstichkabinett 78 E 3) is a fourteenth-centuryilluminated manuscriptBible, commissioned by theAngevin courtinNaplesand illustrated by the workshop ofCristoforo Oriminaaround 1350. It was part of theHamilton Collectionof medieval manuscripts, formed byAlexander Hamilton, 10th Duke of Hamilton, and acquired by theBerlin State Libraryin 1884,[1]and is currently held in theKupferstichkabinett Berlin, with call number 78 E 3. It has been identified that the Bible open on the table inRaphael'sPortrait of Leo Xis the Hamilton Bible.[2]",-1
"Sigrid Hella Mratschek(also known under Sigrid Mratschek-Halfmann, born 15 May 1955) is a German ancient historian. Sigrid Mratschek studiedClassicsandHistoryat theUniversity of Heidelbergfrom 1975 to 1981. In 1981, she passed the first state examination for the teaching profession at grammar schools. From 1977 to 1984 she was a research assistant toMichael von AlbrechtandGéza Alföldy. From 1982 to 1985 she received a doctoral scholarship from the Konrad Adenauer Foundation, and from 1986 to 1989 she worked as a research assistant at theUniversity of Osnabrückon publication of Upper German inscriptions for the supplement to theCorpus Inscriptionum LatinarumXIII. In 1990, she completed her doctorate in Ancient History at theUniversity of Heidelbergwith a minor in Classical Philology and Medieval and Modern History. In 1991, she was honoured for her dissertationDivites et praepotentes. Reichtum und soziale Stellung in der Literatur der Prinzipatszeit(The Rich and Powerful. Wealth and Social Status in the Literature of the Principate Period) with the Bruno Heck Science Prize.[1] From 1989 to 2000, Mratschek worked as a university assistant at theUniversity of Frankfurt am Main. Her habilitation thesis onThe Letters of Paulinus of Nola: Communication and Social Contacts Between Christian Intellectuals, was funded by the German Research Foundation (DFG). In 2001/02 she worked withGeorg Schöllgenat the Institute for Church History at theUniversity of Bonnin an interdisciplinary DFG project on bishops' legations to the imperial court. In 2002, she moved to theUniversity of Rostockas a research assistant, where she was appointed adjunct professor in 2004 and received the academic status of professor of ancient history in 2008. From 2004 to 2008, she was a member of the Council of the Faculty of Philosophy. In 2007, Mratschek was elected to the board of the International Patristic Society (Association Internationale d'Études Patristiques).[2]In 2012, she was a visiting fellow atAll Souls College, Oxford University, with a research project on Sidonius Apollinaris. In 2013, she was appointed to the editorial board of theJournal of Late Antiquityas Consulting Editor. Mratschek retired in March 2020. She gave a farewell lecture in 2021, which focused on the silence of the muses in Sidonius Apollinaris.[3][4]",-1
"Blinovsky(Russian:Блиновский) is arural locality(akhutor) in Proninskoye Rural Settlement,Serafimovichsky District,Volgograd Oblast, Russia. The population was 62 as of 2010.[2]There are 6 streets.[3] Blinovsky is located on the Tsutskan River, 60 km southwest ofSerafimovich(the district's administrative centre) by road. Peschany is the nearest rural locality.[4]",1
"Teodoureis a village in theTenkodogo DepartmentofBoulgou Provincein south-easternBurkina Faso. As of 2005, the village had a population of 337.[1]",-1
"During the 1941–42 seasonHibernian, afootballclub based inEdinburgh, came second out of 16 clubs in theSouthern Football League.",10
"Frederick Cyril Nugent Hicks(1872 – 10 February 1942) was aChurch of Englandbishopand author who served asBishop of Gibraltarfrom 1927 to 1933, andBishop of Lincolnfrom 1933 to 1942.",-1
"DXMV(1134AM) is a radio station owned and operated byUM Broadcasting Network. Its studios and transmitter are in Barangay Poblacion,Valencia, Bukidnon.[1][2] From 2000 to June 14, 2020, theRadyo Ukaybranding was used. On June 15, 2020, management decided to retire the branding as it has run its course. DXMV, along with its other AM stations, started carrying their perspective call letters in their brandings. The yellow highlighted in the X of their logos means to move forward.[3] On September 17, 2003, DXMV was closed down by then Valencia City Mayor Jose Galario Jr. for allegedly failing to regulate its programs and political slander.[4][5][6]On April 5, 2006, Galario again closed down the station for allegedly operating without a license, though observers claimed that the shutdown was done to halt the broadcast of commentary critical of Galario.[7]",-1
"Royal Electrical & Mechanical Engineer Corps(Kor Jurutera Letrik dan Jentera DiRaja) is a corps of theMalaysian Armythat is responsible for the maintenance of all vehicles, mechanical and electrical equipment of the Malaysian Army, with the exception of heavy equipments of theRejimen Askar Jurutera DiRaja(Royal Army Engineers Regiment) and signals equipment of theRejimen Semboyan DiRaja(Royal Signals Regiment).[1] The lineage of Malaysia Royal Electrical & Mechanical Engineer Corps can be traced to the formation of theBritish ArmyRoyal Electrical and Mechanical Engineers.",-1
